auc,DDPM,Deepfloyd-IF_Stage_III,DiT_256,DiT_512,DiffusionProjectedGan_lsunbed_256,DiffusionProjectedGan_lsunchurch_256,GigaGAN_cond_imagenet256,GigaGAN_t2i_coco256_diff_noised,GigaGAN_t2i_coco256_rep,biggan_256,biggan_512,dalle3_cocoval,dalle_2,galip_cocoval,gaugan,glide_text2img_valid,guided-diffusion_class2image_ImageNet,guided-diffusion_noise2image_LSUNbedrooms,guided-diffusion_noise2image_LSUNcats,guided-diffusion_noise2image_LSUNhorses,latent-diffusion_class2image_ImageNet,latent-diffusion_noise2image_FFHQ,latent-diffusion_noise2image_LSUNbedrooms,latent-diffusion_noise2image_LSUNchurches,latent-diffusion_text2img_valid,progan_lsun,sdxl_cocoval,stable_diffusion_256,stable_diffusion_2_1_256,stable_diffusion_2_1_512,stable_diffusion_2_1_768,stargan,stylegan2_church,stylegan2_ffhq_1024x1024,stylegan2_ffhq_256x256,stylegan2_lsundog_256x256,stylegan3_r,stylegan3_t,AVG
Cozzolino_Baseline,0.4481925925925926,0.55824,0.4125256790123457,0.4125256790123457,0.35245284800415455,0.4896201874277082,0.3697204938271605,0.5456903703703704,0.5456903703703704,0.5288893827160493,0.5648232098765432,0.45535506172839507,0.5465755555555556,0.48963160493827157,0.5376000000000001,0.5254647407873722,0.4392804938271605,0.4403769547325103,0.3015358024691358,0.4654012345679012,0.4357506172839506,0.44903950617283944,0.45759259259259255,0.6672592592592592,0.5428039046798736,0.5867123456790124,0.36119728395061723,0.49939172663975195,0.49615263212236527,0.48982241810355936,0.494251727618604,0.44242444444444445,0.6396791261307391,0.5059696733770809,0.4268825312338286,0.4903481925038812,0.4500617283950617,0.46708049382716055,0.4824213806797517
Nossa_Proposta_Ep7,0.9664439506172839,0.8104153086419753,0.8341175308641975,0.8341175308641975,0.9284998701697236,0.9552028893137879,0.928074074074074,0.9165382716049383,0.9165382716049383,0.9678977777777777,0.958994074074074,0.8575614814814816,0.78151012345679,0.9541237037037037,0.975238024691358,0.9342771540820014,0.8614676543209876,0.8086880658436213,0.882640329218107,0.8643209876543211,0.9003753086419752,0.8227259259259259,0.8627358024691358,0.9525382716049382,0.928579959804766,0.9819925925925925,0.7953906172839504,0.944320168509742,0.8726061625145655,0.866554292636408,0.8665101327742837,0.9798896296296297,0.8469568185697217,0.9330827123419716,0.9677238116359874,0.9804716492940047,0.9653758024691358,0.9635116049382715,0.9044212720446403
